Site_plot,Site,Plot,Acacia_bslar,Eucalyptus_bslar,Pine_bslar,Tot_bas_ar,Lat.deci..N.,Long.Deci..E.,Canopy,Acacia mearnsii,Cestrum aurantiacum,Eucalyptus spp,Ipomea purpurea,Pinus radiata,Solanum mauritianum,Ageratina adenophora,Ageratum conyzoides,Ageratum houstonianum,Urena lobata,Malvaceae,Lantana camara,Solanum anguivi,Meliaceae,Clitoria ternetea,Desmodium uncinatum,Asparagus racemosus,Oxalis corniculata,Urticaceae,Asteraceae,Achyranthes aspera,Apiaceae,Tridax procumbens,Pteridium aquilinum,Fire,Foliage_density,TCI_2x2,Elevation,Slope,TRI,shlbfr5ha,Sine.aspect,Cosine.aspect,TWI,Ann.Temp,Temp.seasonality,Ann.prec,Mxtmp_hotmnths,Mntmp_cldmnths,Prec_seasnlty,Prec_drymnths,Prec_cldmnths,Tot_ct_tree,ln_shlbfr5ha,rds_lngth_5ha,TPI,Type1,Agerat_Eupat
BCS897_1,BCS897,1,0,0.022472678,0,0.022472678,10.2258722,77.2086301,71.4,0,0,5,0,0,0,43,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,35,-3.557608843,1489,22.33722305,30.87069893,0,0.666213358,0.745761196,-0.587786674,17.95000076,108.9,1823.8,24.75,11.35,52.5,25.3,348,3,0,293,-0.375,Eucalyptus,43
BCZ931_2,BCZ931,2,0,0.375947849,0,0.375947849,10.2193543,77.2397437,73.8,0,0,0,0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-4.998429775,1567,23.2448864,33.10589218,0,-0.761939364,0.647648366,-0.587786674,18.54999924,112,1803.1,25.35,11.85,52.6,25.2,346.9,9,0,0,-1,Eucalyptus,36
BDD930_2,BDD930,2,0,0.007647395,0,0.007647395,10.2154763,77.2393207,44.8,0,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,-22.57657242,1567,10.16367054,15.32971001,0,-0.961523982,-0.274721009,2.086362123,17.75,112,1827.3,24.55,11.05,52.7,25.2,344.7,1,0,200,-1.875,Eucalyptus,28
BDF965_1,BDF965,1,0.260210374,0.092819163,0,0.353029537,10.2130909,77.270978,73.8,1,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,8.242478371,2252,18.73837852,29.46183968,0,-0.99264591,0.121054106,-1.280933857,14.05000019,109.9,1748.3,20.65,7.25,52.9,24.7,343.5,9,0,0,3.75,Mixed,48
BDF965_2,BDF965,2,0.351318621,0,0,0.351318621,10.2137805,77.2710469,75.6,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25.70792198,2241,7.932157993,16.4924221,0,-0.763386282,0.645942245,-1.280933857,14.05000019,109.9,1748.3,20.65,7.25,52.9,24.7,343.5,8,0,0,3.5,Acacia,41
BDG990_1,BDG990,1,0.026753946,0.625303856,0,0.652057802,10.2121937,77.2933979,36.2,43,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,-4.485610485,2122,27.14015579,39.02563095,0,-0.40540078,-0.914139053,1.203972816,14.25,111.9,1719.7,20.85,7.35,53.2,24.5,346.7,8,0,0,-0.375,Mixed,80
BDG990_2,BDG990,2,0.020626481,1.195762918,0,1.216389399,10.2126137,77.2934398,27.8,0,0,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,-4.999053001,2135,27.23370743,40.19950104,0,-0.39582951,-0.918324016,1.021651268,14.25,111.9,1719.7,20.85,7.35,53.2,24.5,346.7,10,0,0,-2.5,Mixed,116
BDH977_1,BDH977,1,0.107851347,0,0,0.107851347,10.2111586,77.2817819,37.6,11,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,-18.91502953,2245,19.46007156,28.16025543,0,-0.138196198,0.990404872,1.663505197,13.75,110,1732.5,20.45,7.05,53,24.5,343.5,4,0,0,-2.375,Acacia,53
BDH977_2,BDH977,2,0.066280076,0,0,0.066280076,10.2117906,77.2819426,34.4,8,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-4.668277264,2233,17.93837738,24.59674835,0,-0.694369424,0.719618721,-0.587786674,13.75,110,1732.5,20.45,7.05,53,24.5,343.5,2,0,0,-1.125,Acacia,23
BDJ870_2,BDJ870,2,0,0.212081919,0,0.212081919,10.2101909,77.1842761,54,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0.009731694,1396,27.04978561,39.92493057,47173,0.358979123,0.933345589,-0.182321563,18.85000038,105.5,1975.8,25.75,12.25,52.9,26.5,351.5,6,10.76159817,0,-3,Eucalyptus,0
BDX959_1,BDX959,1,0,0.298367772,0,0.298367772,10.1979659,77.2644203,66.2,0,0,12,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,-6.594804764,1864,17.43570709,24.61706734,0,-0.953779955,-0.300505902,1.284015417,16.64999962,112.6,1798,23.45,9.75,53.1,24.7,337.3,7,0,0,-1.75,Eucalyptus,5
BDX959_2,BDX959,2,0,0.312063055,0,0.312063055,10.1969042,77.2650252,73.6,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,21,2.655169725,1886,28.14555931,41.98809433,0,-0.958875461,-0.283827147,-0.587786674,16.64999962,112.6,1798,23.45,9.75,53.1,24.7,337.3,6,0,0,-3.125,Eucalyptus,10
BDX959_3,BDX959,3,0,0.038022116,0,0.038022116,10.1982517,77.2649989,67.6,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,-1.088559389,1906,37.84056473,58.4807663,0,-0.961523982,-0.274721009,1.021651268,16.64999962,112.6,1798,23.45,9.75,53.1,24.7,337.3,4,0,0,0.75,Eucalyptus,5
BDX959_4,BDX959,4,0,0.176765438,0,0.176765438,10.1968,77.2650752,72,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.744022012,1883,24.80552101,35.87478256,0,-0.904818684,-0.425797075,0.328504086,16.64999962,112.6,1798,23.45,9.75,53.1,24.7,337.3,5,0,0,0.125,Eucalyptus,5
BDX959_5,BDX959,5,0,0.404683274,0,0.404683274,10.1964212,77.2659038,67.2,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-12.89562511,1922,31.15966415,46.57252502,0,-0.943115519,-0.332465212,2.480266333,16.64999962,112.6,1798,23.45,9.75,53.1,24.7,337.3,13,0,0,-2.625,Eucalyptus,5
BDX959_6,BDX959,6,0,0.543156032,0,0.543156032,10.1965626,77.264598,65.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,2.089198589,1872,21.9916153,30.96772575,0,-0.913811514,-0.406138545,0.510825634,16.64999962,112.6,1798,23.45,9.75,53.1,24.7,337.3,8,0,0,1.875,Eucalyptus,5
BDX959_7,BDX959,7,0,0.298025589,0,0.298025589,10.197115,77.2645143,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,8.986177444,1869,18.13707733,24.91987228,0,-0.964763853,-0.263117288,0.79850769,16.64999962,112.6,1798,23.45,9.75,53.1,24.7,337.3,6,0,0,1.375,Eucalyptus,5
BDX959_8,BDX959,8,0,0.241223189,0,0.241223189,10.1976955,77.2645087,66.6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,25,-13.6784687,1863,15.93134022,24.81934738,0,-0.948683366,0.316227562,0.91629076,16.64999962,112.6,1798,23.45,9.75,53.1,24.7,337.3,6,0,0,-3.25,Eucalyptus,5
BDZ967_1,BDZ967,1,0.262247557,0.484770041,0,0.747017598,10.194818,77.2732549,70.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-4.178162098,2287,17.9870224,27.14774323,0,-0.999279741,0.037947325,-0.587786674,14.14999962,109.9,1785.5,20.85,7.25,53.1,24.7,338.7,11,0,0,-1.375,Mixed,0
BDZ967_2,BDZ967,2,0.124164729,0,0,0.124164729,10.1952552,77.2732857,73.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35.1495285,2291,2.999646664,16.34013557,0,-0.780869008,0.624694799,-1.280933857,14.14999962,109.9,1785.5,20.85,7.25,53.1,24.7,338.7,6,0,0,4.625,Acacia,0
BDZ967_3,BDZ967,3,0.232230935,0,0,0.232230935,10.1958044,77.2731956,74.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,57.21961212,2287,3.259894371,12.08304596,0,0,1,-1.280933857,14.14999962,109.9,1785.5,20.85,7.25,53.1,24.7,338.7,8,0,0,3.25,Acacia,0
BDZ967_4,BDZ967,4,0.264260868,0,0,0.264260868,10.195399,77.27292,67,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3.665483236,2284,21.86136627,34.98571014,0,-0.971921009,-0.235307359,-1.280933857,14.14999962,109.9,1785.5,20.85,7.25,53.1,24.7,338.7,8,0,0,4.5,Acacia,6
BEL955_1,BEL955,1,0,0.284489461,0,0.284489461,10.1846933,77.2616236,74.4,5,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,-11.17901134,1691,19.0224514,29.66479301,0,-0.903737838,-0.428086347,2.762117386,16.85000038,112.9,1812.1,23.75,9.95,53.2,24.7,334.9,11,0,0,-3.75,Eucalyptus,5
BEL955_2,BEL955,2,0,0.120432545,0,0.120432545,10.1842477,77.2619221,65.4,1,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,1.843753457,1691,34.86105728,54.08327103,0,-0.894427214,-0.447213549,0.105360508,16.85000038,112.9,1812.1,23.75,9.95,53.2,24.7,334.9,5,0,0,-6.375,Eucalyptus,4
BEO992_1,BEO992,1,0.019106551,0.582164909,0,0.60127146,10.1818617,77.2954137,50,12,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,6.592710972,1954,24.15477562,35.52463913,0,-0.454470233,0.890761925,-1.280933857,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,6,0,0,3.5,Mixed,46
BEO992_2,BEO992,2,0.023204791,0.786901827,0,0.810106618,10.18152,77.2956158,56,10,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-1.736855149,1976,21.07390404,30.57777023,0,-0.59319885,0.805055976,-0.587786674,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,6,0,0,-3.625,Mixed,15
BER779_1,BER779,1,0,0.427529966,0,0.427529966,10.1797462,77.1016198,50.4,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9.545742035,1454,28.60735703,46.31414413,14607,0.932568081,0.360994146,-1.280933857,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,6,9.589324603,0,6.875,Eucalyptus,4
BER779_2,BER779,2,0,0.138257899,0,0.138257899,10.1801501,77.1014999,42.8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-0.212322444,1451,22.0627594,32.66496658,10326,0.961905107,0.273383549,0.79850769,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,3,9.242517104,0,2.625,Eucalyptus,0
BER779_3,BER779,3,0,0.228252062,0,0.228252062,10.1803479,77.1010096,75.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1.949211359,1461,18.25081635,27.80287743,10642,0.958168107,0.286206007,0.91629076,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,7,9.272657678,0,0.875,Eucalyptus,0
BER779_4,BER779,4,0,0.107461418,0,0.107461418,10.1800903,77.1010103,76.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-10.52778625,1458,26.72441673,49.16299438,10794,0.804851465,0.5934763,0.664976239,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,6,9.286838343,0,-11.125,Eucalyptus,0
BER779_7,BER779,7,0,0.325941366,0,0.325941366,10.180754,77.1003203,68.2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,-2.82229805,1493,35.3228302,53.31041336,8704,0.996703769,0.081127038,1.810108542,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,7,9.071652852,0,0.5,Eucalyptus,7
BER779_8,BER779,8,0,0.101604516,0,0.101604516,10.180631,77.1013504,57.4,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4.200097084,1448,27.59124947,41.1096077,7107,0.902134208,0.431455527,1.021651268,19.04999924,103.4,2698.4,26.35,12.55,56.2,32,388.5,5,8.868976189,0,5.25,Eucalyptus,1
BES992_1,BES992,1,0.482525956,0,0,0.482525956,10.1777389,77.2953825,53.8,5,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,5.786718369,1997,8.80047226,20.78460884,0,0.052558822,0.99861783,-0.587786674,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,6,0,0,-3.75,Acacia,125
BES992_2,BES992,2,0.206408046,0,0,0.206408046,10.1781631,77.2954228,36.8,5,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-10.33760071,1991,17.34421158,22.75961304,0,0.825949886,0.563743547,-0.182321563,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,4,0,0,1.25,Acacia,85
BET992_1,BET992,1,0.335625944,0,0,0.335625944,10.1768294,77.2954972,54.6,8,0,3,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,16,-15.07970238,2004,11.63868618,15.96871948,0,0.996815279,-0.079745221,0.105360508,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,6,0,0,-1.375,Acacia,125
BET992_2,BET992,2,0.480552435,0.126337194,0,0.606889629,10.1772926,77.2952907,78.4,9,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.2,23,31.62689781,2013,8.849356651,15.90597343,0,0.948683282,0.316227815,-1.280933857,15.14999962,114.5,1753.3,21.95,8.15,53.5,24.5,336.5,7,0,0,3.375,Mixed,51
BEV1067_1,BEV1067,1,0,0,0.806541547,0.806541547,10.17444,77.36306,81.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-28.36284256,2118,12.03796673,19.31320763,0,-0.923076869,0.384615514,1.11696136,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,9,0,0,-1.375,Pine,0
BEV1067_2,BEV1067,2,0,0,1.138451223,1.138451223,10.175,77.36278,75.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-3.108181,2114,22.89163208,42.10700607,0,-0.570214686,-0.821495716,0.664976239,14.14999962,117.8,1678.2,20.85,6.65,54.5,25,355.1,9,0,0,-9.625,Pine,0
BEV1067_3,BEV1067,3,0,0,1.179131227,1.179131227,10.175,77.36389,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7.669460773,2138,10.93275452,18.27566719,0,-0.316227815,-0.948683282,-1.280933857,14.14999962,117.8,1678.2,20.85,6.65,54.5,25,355.1,9,0,0,3.5,Pine,0
BEV1067_4,BEV1067,4,0,0,1.292958842,1.292958842,10.17528,77.36417,79.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.67064381,2142,20.40840721,33.33166504,0,-0.098421044,-0.995144863,-0.587786674,14.14999962,117.8,1678.2,20.85,6.65,54.5,25,355.1,7,0,0,-2.375,Pine,0
BEV1067_5,BEV1067,5,0,0,0.297388969,0.297388969,10.17444,77.36417,77.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,-7.942247391,2132,13.61369896,26.81417465,0,-0.285805356,0.958287691,-0.182321563,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,5,0,0,-6.375,Pine,0
BEV1067_6,BEV1067,6,0,0.191375861,1.1394539,1.330829761,10.17417,77.36417,77.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.362446189,2147,25.17087936,35,0,-0.242535819,0.970142452,-0.587786674,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,11,0,0,-0.375,Mixed,0
BEV1067_7,BEV1067,7,0,0,0.779596615,0.779596615,10.17444,77.36333,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-21.89478874,2122,12.07995605,21.37755775,0,-0.725952672,0.687744661,0.664976239,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,6,0,0,-2.875,Pine,0
BEV1067_8,BEV1067,8,0,0,0.414908979,0.414908979,10.17417,77.36278,81.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,10,-19.30596542,2119,11.54924393,20.76054001,0,-0.478852344,0.877895456,0.664976239,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,13,0,0,-0.875,Pine,0
BEX1057_1,BEX1057,1,0,0,0.341482846,0.341482846,10.17278,77.35417,77.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,17.06966782,2143,5.982685566,9.899495125,0,0.780868842,-0.624695007,-1.280933857,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,8,0,0,1,Pine,0
BEX1057_2,BEX1057,2,0.288547912,0,0.07566226,0.364210172,10.17306,77.35444,74.6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,-4.803215027,2141,16.13886642,22.09072113,0,0.734803549,-0.678279989,-0.182321563,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,13,0,0,0.25,Mixed,0
BEX1061_1,BEX1061,1,0.254496712,0,0,0.254496712,10.17222,77.35861,78.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,19,-23.16784477,2158,18.469944,30.33150101,0,-0.04872241,-0.998812358,0.105360508,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,8,0,0,-5.25,Acacia,0
BEX1061_2,BEX1061,2,0,0,0.998752972,0.998752972,10.17278,77.35861,72.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,-19.56009102,2165,8.560761452,21.0950222,0,0.953993712,0.299826612,-0.587786674,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,15,0,0,-6.125,Pine,0
BEX1061_3,BEX1061,3,0,0,1.030918186,1.030918186,10.17361,77.35861,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2,-38.20759201,2158,8.881295204,18.43908882,0,-0.99861783,0.052558823,0.664976239,14.14999962,118.8,1688.6,20.95,6.65,54.6,25.1,354.4,21,0,0,-4.75,Pine,0
BEX1061_4,BEX1061,4,0.200169172,0,0,0.200169172,10.17333,77.35722,76.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,33.46795654,2173,7.889173031,13.78404903,0,-0.058721925,0.998274379,-0.587786674,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,7,0,0,-1,Acacia,0
BEX1061_5,BEX1061,5,0.409274894,0,0,0.409274894,10.17306,77.35806,75.6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,7.326615334,2174,4.483864307,10.77032948,0,0.467887708,0.883787923,-0.587786674,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,17,0,0,1.5,Acacia,0
BEX1061_6,BEX1061,6,0.278377911,0,0,0.278377911,10.1725,77.35806,76.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,42.31199265,2176,6.364834309,15.93737698,0,0.993883729,0.110431577,-1.280933857,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,12,0,0,0.25,Acacia,0
BEX1061_7,BEX1061,7,0.341124747,0,0,0.341124747,10.17222,77.3575,75.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,-9.257206917,2167,17.05085182,30.90307426,0,-0.666015769,-0.745937662,-0.587786674,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,11,0,0,-5.875,Acacia,0
BEX1061_8,BEX1061,8,0.313829675,0,0,0.313829675,10.17278,77.35722,61.4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,83.48651886,2179,1.044309258,10.77032948,0,0.447213549,-0.894427214,-1.280933857,13.94999981,118.6,1696.7,20.75,6.55,54.4,25.1,353.5,13,0,0,0,Acacia,0
BFB764_1,BFB764,1,0,0.144035223,0,0.144035223,10.1706954,77.0865128,66.8,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,-1.140794158,1833,32.67866516,48.1040535,0,0.959568965,-0.281473626,2.120263577,15.85000038,101.7,2863.9,23.15,9.35,57.3,32.9,397,5,0,131,-0.5,Eucalyptus,18
BFB764_2,BFB764,2,0,0.174768043,0,0.174768043,10.1710025,77.0864367,64.8,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,-3.416940689,1838,36.01173019,54.99090958,0,0.936792168,-0.349886317,1.427116275,15.85000038,101.7,2863.9,23.15,9.35,57.3,32.9,397,6,0,37,-2.75,Eucalyptus,26
BFB764_8,BFB764,8,0,0.027645214,0,0.027645214,10.171022,77.0873207,61.4,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,-5.488096237,1783,26.61639595,37.82855988,0,0.958051371,-0.28659653,1.609437943,15.85000038,101.7,2863.9,23.15,9.35,57.3,32.9,397,3,0,111,-2.125,Eucalyptus,0
BFF977_1,BFF977,1,0,0,1.200919539,1.200919539,10.1664474,77.2812451,67.6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,-0.785848498,2110,34.96964264,53.17894363,0,0.701238943,-0.712926325,0.105360508,13.85000038,112.2,1780.8,20.75,6.75,53.7,24.2,325.8,22,0,0,3.75,Pine,0
BFI1093_1,BFI1093,1,0.380396229,0.022353312,0,0.402749541,10.16222,77.39361,76.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,15,-2.643980265,2209,16.54985619,21.84033012,0,0.784882788,-0.61964426,-0.587786674,14.55000019,123.6,1723.8,21.45,6.75,55.7,25.6,367,11,0,0,-1.375,Mixed,0
BFI1093_2,BFI1093,2,0.245194105,0,0,0.245194105,10.16222,77.38611,79.8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1.911840558,2203,24.39838219,34.07344818,0,0.161488496,-0.986874595,-0.587786674,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,15,0,0,-0.625,Acacia,0
BFI1093_3,BFI1093,3,0.35400834,0,0,0.35400834,10.16278,77.38778,73.4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8,20,6.842884064,2214,12.7462225,18.57417488,0,0.851036016,-0.525107322,-0.587786674,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,14,0,0,2.125,Acacia,0
BFI1093_4,BFI1093,4,0.292168687,0,0,0.292168687,10.16333,77.38778,75.2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,9.439351082,2227,17.69272804,31.98437119,0,0.899508148,-0.436903985,-1.280933857,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,15,0,0,7.375,Acacia,0
BFI1093_5,BFI1093,5,0.127666138,0,0.117161911,0.244828049,10.16222,77.38639,75.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,-5.388810635,2199,17.45819855,28.35489464,0,0.181162329,-0.983453207,-0.182321563,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,11,0,0,-3,Mixed,0
BFI1093_6,BFI1093,6,0.410778908,0,0,0.410778908,10.16222,77.38778,78.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,-13.51707458,2204,6.415832996,13.85640621,0,-0.837610583,-0.546267802,-0.587786674,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,21,0,0,-3.25,Acacia,0
BFI1093_8,BFI1093,8,0.340679113,0,0,0.340679113,10.16306,77.38722,74.2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,28.23044586,2221,10.85079384,21.02379608,0,-0.985211733,-0.1713413,-1.280933857,13.75,123.2,1709.7,20.65,6.05,55.4,25.3,361.5,19,0,0,4.5,Acacia,0
BFI939_1,BFI939,1,0,0.150297971,0,0.150297971,10.1634854,77.2468227,66.6,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,7,-23.21860313,1857,16.4946022,25,0,0.998460351,-0.05547006,2.877949238,15.64999962,113.5,1870.2,22.75,8.65,53.7,24.7,326.9,4,0,0,-1.375,Eucalyptus,26
BFI939_2,BFI939,2,0,0.078471345,0,0.078471345,10.1641573,77.2469314,72,0,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,-9.315493584,1877,24.55828094,35.76311111,0,0.151387916,-0.98847443,2.762117386,15.64999962,113.5,1870.2,22.75,8.65,53.7,24.7,326.9,5,0,0,3.125,Eucalyptus,31
BFJ976_1,BFJ976,1,0.131525645,0,0,0.131525645,10.1625589,77.2794667,76.8,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,5.169983864,2216,16.04336929,22.47220421,0,0.999592088,0.028559717,-0.587786674,13.85000038,112.2,1780.8,20.75,6.75,53.7,24.2,325.8,4,0,0,0.625,Acacia,44
BFJ976_2,BFJ976,2,0.24026826,0,0,0.24026826,10.1629881,77.2798104,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25.90608597,2213,8.750800133,24.02082443,0,0.52999893,0.84799831,-1.280933857,13.85000038,112.2,1780.8,20.75,6.75,53.7,24.2,325.8,6,0,0,6.875,Acacia,0
