Site_plot,Site,Plot,Acacia_bslar,Eucalyptus_bslar,Pine_bslar,Tot_bas_ar,Lat.deci..N.,Long.Deci..E.,Canopy,Acacia mearnsii,Cestrum aurantiacum,Eucalyptus spp,Ipomea purpurea,Pinus radiata,Solanum mauritianum,Ageratina adenophora,Ageratum conyzoides,Ageratum houstonianum,Urena lobata,Malvaceae,Lantana camara,Solanum anguivi,Meliaceae,Clitoria ternetea,Desmodium uncinatum,Asparagus racemosus,Oxalis corniculata,Urticaceae,Asteraceae,Achyranthes aspera,Apiaceae,Tridax procumbens,Pteridium aquilinum,Fire,Foliage_density,TCI_2x2,Elevation,Slope,TRI,shlbfr5ha,Sine.aspect,Cosine.aspect,TWI,Ann.Temp,Temp.seasonality,Ann.prec,Mxtmp_hotmnths,Mntmp_cldmnths,Prec_seasnlty,Prec_drymnths,Prec_cldmnths,Tot_ct_tree,ln_shlbfr5ha,rds_lngth_5ha,TPI,Type1,Agerat_Eupat
BIP803_1,BIP803,1,0,0.017896973,0,0.017896973,10.0878978,77.1218251,45.6,0,0,1,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,19,1.466835976,1593,26.09630775,38.56163788,0,-0.600000083,-0.799999938,-0.182321563,17.64999962,112.9,2326.6,25.55,10.65,59.3,25.2,318.7,2,0,0,-3.875,Eucalyptus,5
BJF778_3,BJF778,3,0,0.136268462,0,0.136268462,10.0742372,77.0985712,55.2,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,10,13.95038033,1565,12.00200939,20.39607811,21939,-0.886584977,0.462565756,-1.280933857,17.75,114.1,2511.1,25.75,10.85,60.9,25.8,330.6,5,9.996066734,236,-1.75,Eucalyptus,14
BJF778_4,BJF778,4,0,0.193086777,0,0.193086777,10.0734908,77.0989524,67.6,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,9.698734283,1580,12.19150543,19.77371979,15497,-0.795431648,0.60604331,-1.280933857,17.75,114.1,2511.1,25.75,10.85,60.9,25.8,330.6,3,9.648466262,104,-0.625,Eucalyptus,12
BJF778_5,BJF778,5,0,0.337814324,0,0.337814324,10.0738507,77.0999353,61.6,0,0,1,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,17,-3.727296114,1571,24.50046921,34.88552856,2,0.017854348,0.999840598,-0.587786674,17.75,115.4,2415.8,25.65,10.65,60.7,24.9,319.7,3,1.098612289,286,-1.625,Eucalyptus,2
BJF778_6,BJF778,6,0,0.33267362,0,0.33267362,10.0736149,77.0995484,59.8,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,8,4.143800259,1583,8.887733459,15.62049961,3118,0.652939646,0.757409941,-1.280933857,17.75,114.1,2511.1,25.75,10.85,60.9,25.8,330.6,7,8.045267717,207,1.5,Eucalyptus,10
BJF778_7,BJF778,7,0,0.069343809,0,0.069343809,10.0737456,77.0999224,69.4,0,0,1,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12.03995514,1588,14.30816746,30.74085236,72,-0.33532472,0.942102612,-1.280933857,17.75,115.4,2415.8,25.65,10.65,60.7,24.9,319.7,4,4.290459441,304,7.875,Eucalyptus,12
BJW776_1,BJW776,1,0,0.079179584,0,0.079179584,10.0584851,77.0977643,67.6,0,0,1,0,0,0,40,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25.01402664,1434,3.871168852,7.937253952,0,-0.970142452,0.242535819,-1.280933857,18.04999924,114.3,2473.8,26.05,11.05,61.3,25,323.3,3,0,457,0.125,Eucalyptus,40
BO237_2,BO237,2,0.319479675,0,0,0.319479675,11.4785,76.61267,75.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,14.57196236,2047,10.26433468,17.66352081,0,-0.978790683,0.204862878,-1.280933857,14.85000038,126.7,1740.9,22.85,6.85,63.7,15.3,245.8,17,0,0,3.75,Acacia,15
BO237_3,BO237,3,0.317283337,0,0,0.317283337,11.47825,76.61271,71,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,16.32824898,2047,10.44616222,17.77638817,0,-0.98386993,-0.178885329,-1.280933857,14.85000038,126.7,1740.9,22.85,6.85,63.7,15.3,245.8,17,0,0,3.75,Acacia,0
BO237_4,BO237,4,0.164239944,0,0,0.164239944,11.47822,76.61333,41.6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,32.41825867,2047,4.916642189,7.745966911,0,0.957826298,-0.287347842,-1.280933857,14.85000038,126.7,1740.9,22.85,6.85,63.7,15.3,245.8,8,0,0,1.25,Acacia,37
BO237_5,BO237,5,0.10844022,0,0,0.10844022,11.47809,76.61399,59.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,-0.375988185,2033,22.46332741,31.04834938,0,0.824331583,-0.56610727,-0.587786674,14.85000038,126.7,1740.9,22.85,6.85,63.7,15.3,245.8,5,0,0,2.5,Acacia,56
BO237_6,BO237,6,0.089811134,0,0,0.089811134,11.47836,76.61382,54,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,17.94285965,2039,16.2148037,26.01922417,0,0.905458916,-0.424433919,-1.280933857,14.85000038,126.7,1740.9,22.85,6.85,63.7,15.3,245.8,3,0,0,3.875,Acacia,14
BO237_7,BO237,7,0.180720438,0,0,0.180720438,11.47875,76.61406,53.4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,-4.810414791,2026,13.24988556,19.41648865,0,0.467887708,0.883787923,-0.587786674,14.85000038,126.7,1740.9,22.85,6.85,63.7,15.3,245.8,8,0,0,-0.125,Acacia,23
BO237_8,BO237,8,0.105479939,0,0,0.105479939,11.47867,76.61333,52.6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,19.67445755,2047,6.650503635,11.83216,0,0.773957311,0.633237776,-1.280933857,14.85000038,126.7,1740.9,22.85,6.85,63.7,15.3,245.8,6,0,0,2.25,Acacia,27
CL193_3,CL193,3,0.025154439,0,0,0.025154439,11.45769,76.57284,68.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,8.899292946,2126,17.09009552,23.23789978,0,-0.937425278,0.348186515,-1.280933857,13.85000038,120.2,2235.8,22.05,5.95,67.5,18,285.7,2,0,0,0.75,Acacia,53
EK228_2,EK228,2,0.063168597,0.326952,0,0.390120597,11.41161,76.60537,88.2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,-11.51409912,2112,10.50094032,15.58845711,0,-0.707106781,0.707106781,0.105360508,14.25,118.1,1913.1,22.05,6.55,63.2,18.5,277.2,7,0,0,-2.625,Mixed,0
EK228_6,EK228,6,0.194041707,0.570546598,0,0.764588305,11.41173,76.60396,83.4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,21.99975967,2112,3.985437155,8.831760406,0,-0.645942245,0.763386282,-1.280933857,14.25,118.1,1913.1,22.05,6.55,63.2,18.5,277.2,15,0,0,2,Mixed,0
EL228_1,EL228,1,0.354915523,0.475523139,0,0.830438662,11.41336,76.6048,76.6,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,10.82394981,2095,10.83225155,14.3178215,0,-0.902860494,0.429933633,-1.280933857,14.25,118.1,1913.1,22.05,6.55,63.2,18.5,277.2,7,0,0,0.625,Mixed,0
EL228_2,EL228,2,0.390924329,0.037886834,0,0.428811163,11.4137,76.60463,75.4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,-34.34587479,2091,8.241137505,16.73320007,0,-0.996346625,-0.085401427,-1.280933857,14.25,118.1,1913.1,22.05,6.55,63.2,18.5,277.2,4,0,0,-3.75,Mixed,0
EN200_2,EN200,2,0.143279238,0.011490987,0,0.154770225,11.40938,76.57961,74.6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,-5.633860111,2051,27.97072601,41.3037529,0,-0.780114467,0.62563681,-0.587786674,14.44999981,113.6,2201,22.35,6.75,65.7,19.6,298.7,7,0,0,-2.5,Mixed,0
EN200_3,EN200,3,0.081757894,0.007161972,0,0.088919866,11.40904,76.5795,76,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,13.3881855,2052,17.67080116,24.83948517,0,-0.707106781,0.707106781,-1.280933857,14.44999981,113.6,2201,22.35,6.75,65.7,19.6,298.7,5,0,0,-0.125,Mixed,0
EN200_4,EN200,4,0.045757046,0,0,0.045757046,11.40881,76.5795,78,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,20.1257,2057,14.8763361,24.08318901,0,-0.945537562,-0.325513008,-1.280933857,14.44999981,113.6,2201,22.35,6.75,65.7,19.6,298.7,4,0,0,3.75,Acacia,0
EN200_5,EN200,5,0.154014238,0.116326348,0,0.270340586,11.40889,76.57903,83,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,10.323246,2049,19.57050133,29.17190361,0,-0.914288198,-0.405064305,-1.280933857,14.44999981,113.6,2201,22.35,6.75,65.7,19.6,298.7,8,0,0,4.625,Mixed,0
EN200_6,EN200,6,0,0,0.66697062,0.66697062,11.40946,76.57823,65.6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0.970700383,2030,20.63766861,32.14031601,0,-0.717900451,-0.696145777,-1.280933857,14.44999981,113.6,2201,22.35,6.75,65.7,19.6,298.7,8,0,0,4.375,Pine,5
EN200_7,EN200,7,0,0,0.5854435,0.5854435,11.40913,76.57832,79,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,-10.65023708,2019,24.43700981,32.89376831,0,-0.822192128,-0.56921007,-0.587786674,14.44999981,113.6,2201,22.35,6.75,65.7,19.6,298.7,8,0,0,-0.25,Pine,0
EN200_8,EN200,8,0.238708541,0,0,0.238708541,11.40882,76.57838,76.2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,-31.24439049,2011,17.21928406,30.80584335,0,-0.997785144,0.066519221,2.670309782,14.44999981,113.6,2201,22.35,6.75,65.7,19.6,298.7,9,0,0,-6.125,Acacia,0
ER202_1,ER202,1,0,0,1.03747537,1.03747537,11.40497,76.58008,62,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,19,19.68384933,2058,5.651556969,12.32882786,0,1,6.12E-17,-1.280933857,14.35000038,113.8,2201.4,22.25,6.65,65.6,19.8,300.1,10,0,0,2,Pine,31
ER202_3,ER202,3,0.180235015,0.083460852,0,0.263695867,11.40566,76.58014,76.6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,28,-3.364031792,2061,16.77645302,26.43860817,0,0.324324451,-0.945945902,-0.182321563,14.35000038,113.8,2201.4,22.25,6.65,65.6,19.8,300.1,6,0,0,-2.375,Mixed,34
ER202_4,ER202,4,0,0,0.753471332,0.753471332,11.40585,76.58145,71.2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,32,-6.477003574,2065,16.71319771,32.58834076,0,0.557836088,-0.829951143,1.021651268,14.35000038,113.8,2201.4,22.25,6.65,65.6,19.8,300.1,6,0,0,5.25,Pine,8
ER202_5,ER202,5,0,0,0.645540407,0.645540407,11.40548,76.58145,66.8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,-0.893443704,2052,25.10118866,34.98571014,0,0.584534496,-0.811368857,-0.587786674,14.35000038,113.8,2201.4,22.25,6.65,65.6,19.8,300.1,7,0,0,-1,Pine,117
ER202_6,ER202,6,0,0,0.582610542,0.582610542,11.40507,76.58146,68.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,-8.591162682,2044,2.678145885,11.31370831,0,-0.789352042,0.613940839,-1.280933857,14.35000038,113.8,2201.4,22.25,6.65,65.6,19.8,300.1,8,0,0,0.25,Pine,79
ER204_2,ER204,2,0,0,0.756519149,0.756519149,11.40568,76.58251,68.6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,-0.019330474,2046,14.95007706,22.47220421,0,0.137153212,-0.990549846,-0.587786674,14.35000038,113.8,2201.4,22.25,6.65,65.6,19.8,300.1,7,0,0,-0.125,Pine,51
ES225_1,ES225,1,0.007161972,0,0,0.007161972,11.40391,76.60129,49.8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,-1.337673187,2183,15.27103329,21.88606834,0,-0.750713504,0.660627909,-0.587786674,13.55000019,118.5,1915.1,21.35,5.85,63.1,18.8,278.7,1,0,0,-1.375,Acacia,0
ES225_4,ES225,4,0,0.073617119,0,0.073617119,11.40422,76.60181,52.4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,-0.082492068,2194,15.79726887,22.11334419,0,-0.975843135,0.218472369,-0.587786674,13.55000019,118.5,1915.1,21.35,5.85,63.1,18.8,278.7,4,0,0,-1.375,Eucalyptus,114
EV206_1,EV206,1,0.070545429,0.202524665,0,0.273070094,11.40126,76.58374,57.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,11.72750092,2144,9.535291672,17.74823952,0,-0.707106781,0.707106781,-1.280933857,14.25,115.6,2104.2,22.05,6.55,64.7,19.5,293.3,4,0,0,4.125,Mixed,96
EV206_2,EV206,2,0.103196065,0,0,0.103196065,11.40174,76.58382,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,18.78469276,2141,13.65309238,22.13594437,0,-0.234640537,0.972082208,-1.280933857,14.25,115.6,2104.2,22.05,6.55,64.7,19.5,293.3,5,0,0,4,Acacia,4
EV206_4,EV206,4,0.096057966,0,0,0.096057966,11.40202,76.58439,59.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,29.5714016,2138,9.29739666,24.5764122,0,0.878853454,0.477091823,-1.280933857,14.25,115.6,2104.2,22.05,6.55,64.7,19.5,293.3,5,0,0,6.25,Acacia,36
EV206_5,EV206,5,0.213450652,0.334655099,0,0.548105751,11.4017,76.58453,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,26.50178528,2137,11.60328388,19.4935894,0,0.983547155,-0.18065158,-1.280933857,14.25,115.6,2104.2,22.05,6.55,64.7,19.5,293.3,9,0,0,3.75,Mixed,36
EV206_6,EV206,6,0.0206981,0.452851517,0,0.473549617,11.40187,76.58503,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,9.682086945,2115,21.69194603,29.9666481,0,0.973688176,0.227884478,-0.587786674,14.25,115.6,2104.2,22.05,6.55,64.7,19.5,293.3,10,0,0,1.5,Mixed,31
EV206_7,EV206,7,0,0.30038904,0,0.30038904,11.40159,76.58507,57.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,13,12.46588135,2114,20.43124771,29.15476036,0,0.996072645,-0.088539742,-0.182321563,14.25,115.6,2104.2,22.05,6.55,64.7,19.5,293.3,3,0,0,-1,Eucalyptus,21
EV206_8,EV206,8,0.014713874,0.102058107,0,0.116771981,11.40125,76.58509,70.4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,21,8.76590538,2113,24.34132576,35.18522263,0,0.890761865,-0.454470352,-1.280933857,14.25,115.6,2104.2,22.05,6.55,64.7,19.5,293.3,4,0,0,2.5,Mixed,69
EX245_1,EX245,1,0,0.247390444,0,0.247390444,11.40049,76.61945,55.2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0.631654441,2192,22.51577377,33.22649384,0,0.601576785,-0.79881498,-0.587786674,13.44999981,120.9,1760.1,21.15,5.75,61.7,18.1,266.9,6,0,0,4.25,Eucalyptus,51
EX245_2,EX245,2,0,0.037393454,0,0.037393454,11.40014,76.62009,63.6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,-2.785132408,2164,18.65705872,26.3438797,0,0.532171587,-0.846636523,0.510825634,13.44999981,120.9,1760.1,21.15,5.75,61.7,18.1,266.9,4,0,0,-1.25,Eucalyptus,65
EX245_3,EX245,3,0,0,0.300118476,0.300118476,11.39968,76.62013,63.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,-15.09800911,2155,12.93721771,20.34699059,0,0.986874595,-0.161488496,2.245426655,13.85000038,120,1760.3,21.55,6.15,61.7,18.3,268,2,0,0,-0.25,Pine,75
EX245_4,EX245,4,0,0,1.013721495,1.013721495,11.39948,76.622071,70.8,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,14.15964985,2158,17.96993828,38.35361862,0,0.694369233,-0.719618905,-0.587786674,13.85000038,120,1760.3,21.55,6.15,61.7,18.3,268,3,0,0,9.625,Pine,38
EX245_6,EX245,6,0,0.308681012,0,0.308681012,11.40032,76.62089,60.6,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,9.524323463,2166,17.3595314,23.366642,0,-0.378125019,-0.925754541,-1.280933857,13.44999981,120.9,1760.1,21.15,5.75,61.7,18.1,266.9,8,0,0,0.25,Eucalyptus,68
EX245_7,EX245,7,0,0.089206346,0,0.089206346,11.39986,76.61956,59.2,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,-15.08892918,2167,11.27767944,15.13274574,0,0.992277879,0.124034716,0.664976239,13.85000038,120,1760.3,21.55,6.15,61.7,18.3,268,3,0,0,-0.625,Eucalyptus,125
EX245_8,EX245,8,0,0.125835856,0,0.125835856,11.39942,76.61958,61.4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,-9.276861191,2169,10.6484623,14.24780655,0,0.919145012,0.393919341,0.664976239,13.85000038,120,1760.3,21.55,6.15,61.7,18.3,268,7,0,0,0.125,Eucalyptus,125
EY205_2,EY205,2,0.20180051,0.075694091,0,0.277494601,11.39911,76.58286,51.6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,-9.052062988,2076,21.1005764,32.75667953,0,-0.593199063,-0.805055819,0.79850769,14.35000038,114.8,2196.6,22.25,6.75,65.5,20,300.4,8,0,0,-4.125,Mixed,45
EY205_3,EY205,3,0.240292133,0.193174312,0,0.433466445,11.39943,76.58298,64.2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,7.699588299,2102,26.31478691,40.14971924,0,-0.762756997,-0.646685212,-0.182321563,14.35000038,114.8,2196.6,22.25,6.75,65.5,20,300.4,20,0,0,5.25,Mixed,0
EY205_4,EY205,4,0.089453036,0.138663744,0,0.22811678,11.39905,76.58349,74,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,-6.981163025,2099,18.94707489,27.98213768,0,-0.535335075,-0.84463978,0.328504086,14.14999962,114.1,2101.1,21.95,6.45,64.7,19.7,294,4,0,0,-3.125,Mixed,25
EY205_5,EY205,5,0.13408804,0,0,0.13408804,11.39878,76.58339,65.2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,-20.64955139,2085,18.54176712,26.62705421,0,-0.857492891,-0.514495813,1.284015417,14.14999962,114.1,2101.1,21.95,6.45,64.7,19.7,294,2,0,0,-2.625,Acacia,37
EY205_6,EY205,6,0.305179603,0.033621482,0,0.338801085,11.39873,76.58411,71.2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,-1.410856724,2108,9.663147926,13,0,-0.99264591,-0.121054106,-0.587786674,14.14999962,114.1,2101.1,21.95,6.45,64.7,19.7,294,5,0,0,1.125,Mixed,34
EY205_8,EY205,8,0.234061217,0,0,0.234061217,11.39952,76.58411,73.4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,16.04654694,2118,10.24530697,14.59451962,0,-0.474099745,-0.880471142,-1.280933857,14.14999962,114.1,2101.1,21.95,6.45,64.7,19.7,294,4,0,0,0.125,Acacia,18
FA157_1,FA157,1,0.012732395,0,0,0.012732395,11.39729,76.53939,67.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1.98622334,2258,23.67681503,32.87856293,23605,0.833488256,0.552537172,-0.587786674,12.94999981,106.3,2592.4,20.95,5.35,70.8,20.1,308.6,1,10.0692562,0,-0.375,Acacia,1
FA157_6,FA157,6,0,0.050308878,0,0.050308878,11.39764,76.53946,50.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,26,-8.882255554,2237,31.80077362,47.07440948,31053,0.84799831,0.52999893,1.284015417,12.94999981,106.3,2592.4,20.95,5.35,70.8,20.1,308.6,4,10.3434829,0,-3.25,Eucalyptus,14
FA157_7,FA157,7,0,0.025058946,0,0.025058946,11.39793,76.53895,17.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,18,0.395266503,2273,30.83705139,46.01086807,31731,0.987311041,0.158798326,0.105360508,12.94999981,106.3,2592.4,20.95,5.35,70.8,20.1,308.6,3,10.36508091,0,4.375,Eucalyptus,57
FA223_1,FA223,1,0.196460862,0.260051219,0,0.456512081,11.39711,76.59978,62.4,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,-14.74004936,2149,14.19158268,21.54065895,0,0.811534342,0.584304725,-0.182321563,13.85000038,115.5,2005.5,21.65,6.25,63.8,19.3,286.9,9,0,0,1.25,Mixed,0
FA223_2,FA223,2,0.100235783,0,0,0.100235783,11.39758,76.59985,42.4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,-11.16691208,2146,17.185112,23.81176186,0,0.999911122,0.013332188,0.328504086,13.85000038,115.5,2005.5,21.65,6.25,63.8,19.3,286.9,4,0,0,0.625,Acacia,104
FE210_1,FE210,1,0.037449158,0,0,0.037449158,11.39391,76.58919,54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,20,-14.57591438,2099,20.11367798,32.49615479,0,-0.022216925,-0.999753174,0.105360508,14.14999962,114.1,2101.1,21.95,6.45,64.7,19.7,294,2,0,0,-6,Acacia,88
FE210_2,FE210,2,0.038992961,0,0,0.038992961,11.3936,76.58897,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,-7.241762638,2096,14.65255833,21.14237404,0,0.752576659,-0.658504649,-0.587786674,14.14999962,114.1,2101.1,21.95,6.45,64.7,19.7,294,1,0,0,-2.875,Acacia,29
GK204_4,GK204,4,0.145674519,0,0,0.145674519,11.3645,76.5825,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,-11.8443718,2171,4.914855003,7.937253952,0,0.957826298,0.287347842,-1.280933857,13.64999962,109.3,2161.9,21.45,6.15,65.6,20.2,296.8,4,0,0,0.375,Acacia,66
GK204_5,GK204,5,0.126822616,0,0,0.126822616,11.36463,76.58243,73.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,22.87664032,2172,5.670585155,8.602325439,0,0.784882788,-0.61964426,-1.280933857,13.64999962,109.3,2161.9,21.45,6.15,65.6,20.2,296.8,7,0,0,1,Acacia,1
GK204_6,GK204,6,0.081829514,0,0,0.081829514,11.36447,76.58179,72.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,-14.6160078,2158,16.49761772,22.15851974,0,-0.902603628,0.430472637,0.328504086,13.64999962,109.3,2161.9,21.45,6.15,65.6,20.2,296.8,6,0,0,-1.875,Acacia,46
GK204_7,GK204,7,0.148252829,0,0,0.148252829,11.36479,76.58175,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,-17.99227715,2156,14.76502514,22.24859619,0,-0.985096796,-0.172000879,0.510825634,13.64999962,109.3,2161.9,21.45,6.15,65.6,20.2,296.8,8,0,0,-3.125,Acacia,10
GK204_8,GK204,8,0.097832544,0,0,0.097832544,11.36514,76.58178,73.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,17.94649315,2163,14.2591753,20.02498436,0,-0.989290315,0.145961203,-1.280933857,13.64999962,109.3,2161.9,21.45,6.15,65.6,20.2,296.8,6,0,0,2.625,Acacia,5
GN201_1,GN201,1,0,0,0.512224269,0.512224269,11.36202,76.57957,79.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2.037983894,2154,26.8281765,37.5499649,13006,-0.476023254,-0.879432693,-0.587786674,13.64999962,109.3,2161.9,21.45,6.15,65.6,20.2,296.8,13,9.473242953,0,0.5,Pine,1
GN201_2,GN201,2,0,0,0.67615386,0.67615386,11.36243,76.5796,78.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,55.70699692,2170,12.55540943,25.1992054,3742,0.402738646,0.915315019,-1.280933857,13.64999962,109.3,2161.9,21.45,6.15,65.6,20.2,296.8,15,8.227642708,0,6.125,Pine,17
GP209_1,GP209,1,0.043560708,0,0,0.043560708,11.35998,76.58703,67.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,-5.22865963,2124,21.77366066,31.87475395,40238,-0.061110209,-0.998131025,-0.182321563,13.85000038,111.1,2084.3,21.55,6.35,64.5,20.1,294.9,3,10.60259195,0,3,Acacia,2
