,Site_plot,Lat.deci..N.,Long.Deci..E.,Acacia mearnsii,Cestrum aurantiacum,Eucalyptus spp,Ipomea purpurea,Pinus radiata,Solanum mauritianum,Ageratina adenophora,Ageratum conyzoides,Ageratum houstonianum,Urena lobata,Malvaceae,Lantana camara,Solanum anguivi,UID1,Meliaceae,Clitoria ternetea,Berberis tinctoria,Desmodium uncinatum,Asparagus racemosus,Oxalis corniculata,Urticaceae,Asteraceae,Achyranthes aspera,Apiaceae,Tridax procumbens,sp124858,Vincetoxicum sp,Sp12254,Sp120529,sp110222,sp105132,sp122024,sp124847,sp113255,pilea wightii,sp101440,Pteridium aquilinum,No_pic,Site,Tot_bas_ar,Canopy,Fire,TCI_2x2,Slope,TRI,Sine.aspect,Cosine.aspect,TWI,Ann.Temp,Temp.seasonality,Ann.prec,Mxtmp_hotmnths,Mntmp_cldmnths,Prec_seasnlty,Prec_drymnths,Prec_cldmnths,Ln_elevation,Tot_ct_tree,ln_shlbfr5ha,rds_lngth_1ha,TPI,Type2,Moss,Elevation
220,FA157_7,11.39793,76.53895,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,FA157,0.025058946,17.8,1,0.395266503,30.83705139,46.01086807,0.987311041,0.158798326,0.105360508,12.94999981,106.3,2592.4,20.95,5.35,70.8,20.1,308.6,7.728855824,3,10.36508091,0,4.375,Eucalyptus,10,2273
221,FA223_1,11.39711,76.59978,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA223,0.456512081,62.4,1,-14.74004936,14.19158268,21.54065895,0.811534342,0.584304725,-0.182321563,13.85000038,115.5,2005.5,21.65,6.25,63.8,19.3,286.9,7.672757897,9,0,0,1.25,Acacia-Eucalyptus,10,2149
222,FA223_2,11.39758,76.59985,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA223,0.100235783,42.4,1,-11.16691208,17.185112,23.81176186,0.999911122,0.013332188,0.328504086,13.85000038,115.5,2005.5,21.65,6.25,63.8,19.3,286.9,7.671360923,4,0,0,0.625,Acacia,10,2146
223,FE210_1,11.39391,76.58919,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,FE210,0.037449158,54,1,-14.57591438,20.11367798,32.49615479,-0.022216925,-0.999753174,0.105360508,14.14999962,114.1,2101.1,21.95,6.45,64.7,19.7,294,7.64921632,2,0,0,-6,Acacia,10,2099
224,FE210_2,11.3936,76.58897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,FE210,0.038992961,22,1,-7.241762638,14.65255833,21.14237404,0.752576659,-0.658504649,-0.587786674,14.14999962,114.1,2101.1,21.95,6.45,64.7,19.7,294,7.647786045,1,0,0,-2.875,Acacia,10,2096
225,GK204_4,11.3645,76.5825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,GK204,0.145674519,65,1,-11.8443718,4.914855003,7.937253952,0.957826298,0.287347842,-1.280933857,13.64999962,109.3,2161.9,21.45,6.15,65.6,20.2,296.8,7.68294317,4,0,0,0.375,Acacia,10,2171
226,GK204_5,11.36463,76.58243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75,0,0,0,GK204,0.126822616,73.6,1,22.87664032,5.670585155,8.602325439,0.784882788,-0.61964426,-1.280933857,13.64999962,109.3,2161.9,21.45,6.15,65.6,20.2,296.8,7.683403681,7,0,0,1,Acacia,10,2172
227,GK204_6,11.36447,76.58179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK204,0.081829514,72.2,1,-14.6160078,16.49761772,22.15851974,-0.902603628,0.430472637,0.328504086,13.64999962,109.3,2161.9,21.45,6.15,65.6,20.2,296.8,7.676937146,6,0,0,-1.875,Acacia,10,2158
228,GK204_7,11.36479,76.58175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,3,0,0,GK204,0.148252829,55,1,-17.99227715,14.76502514,22.24859619,-0.985096796,-0.172000879,0.510825634,13.64999962,109.3,2161.9,21.45,6.15,65.6,20.2,296.8,7.676009932,8,0,0,-3.125,Acacia,10,2156
229,GK204_8,11.36514,76.58178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,GK204,0.097832544,73.6,1,17.94649315,14.2591753,20.02498436,-0.989290315,0.145961203,-1.280933857,13.64999962,109.3,2161.9,21.45,6.15,65.6,20.2,296.8,7.679251426,6,0,0,2.625,Acacia,10,2163
230,GN201_1,11.36202,76.57957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GN201,0.512224269,79.2,1,2.037983894,26.8281765,37.5499649,-0.476023254,-0.879432693,-0.587786674,13.64999962,109.3,2161.9,21.45,6.15,65.6,20.2,296.8,7.675081858,13,9.473242953,0,0.5,Pinus,10,2154
231,GN201_2,11.36243,76.5796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GN201,0.67615386,78.6,1,55.70699692,12.55540943,25.1992054,0.402738646,0.915315019,-1.280933857,13.64999962,109.3,2161.9,21.45,6.15,65.6,20.2,296.8,7.682482447,15,8.227642708,0,6.125,Pinus,10,2170
232,GP209_1,11.35998,76.58703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GP209,0.043560708,67.4,1,-5.22865963,21.77366066,31.87475395,-0.061110209,-0.998131025,-0.182321563,13.85000038,111.1,2084.3,21.55,6.35,64.5,20.1,294.9,7.661056382,3,10.60259195,0,3,Acacia,10,2124
