,Site_plot,Lat.deci..N.,Long.Deci..E.,Acacia mearnsii,Cestrum aurantiacum,Eucalyptus spp,Ipomea purpurea,Pinus radiata,Solanum mauritianum,Ageratina adenophora,Ageratum conyzoides,Ageratum houstonianum,Urena lobata,Malvaceae,Lantana camara,Solanum anguivi,UID1,Meliaceae,Clitoria ternetea,Berberis tinctoria,Desmodium uncinatum,Asparagus racemosus,Oxalis corniculata,Urticaceae,Asteraceae,Achyranthes aspera,Apiaceae,Tridax procumbens,sp124858,Vincetoxicum sp,Sp12254,Sp120529,sp110222,sp105132,sp122024,sp124847,sp113255,pilea wightii,sp101440,Pteridium aquilinum,No_pic,Site,Tot_bas_ar,Canopy,Fire,TCI_2x2,Slope,TRI,Sine.aspect,Cosine.aspect,TWI,Ann.Temp,Temp.seasonality,Ann.prec,Mxtmp_hotmnths,Mntmp_cldmnths,Prec_seasnlty,Prec_drymnths,Prec_cldmnths,Ln_elevation,Tot_ct_tree,ln_shlbfr5ha,rds_lngth_1ha,TPI,Type2,Moss,Elevation
157,BHG797_4,10.1202335,77.1168873,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,BHG797,0.007647395,44.4,0,18.73361588,15.19087791,26.53299904,-0.224859452,-0.974391208,-1.280933857,17.14999962,110.4,2459.8,24.75,10.25,57.4,28.8,353.9,7.470224136,1,0,0,5.75,Eucalyptus,10,1755
158,BHG797_5,10.1202473,77.116265,0,0,1,0,0,0,10,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,BHG797,0.052186906,40.4,0,10.78526115,21.84312248,30.72458267,-0.827306273,-0.561751129,-0.587786674,16.95000076,107.6,2536.5,24.65,10.15,57.6,29.4,362.4,7.459338895,5,0,0,-1,Eucalyptus,10,1736
159,BHH723_3,10.1193693,77.050119,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,BHH723,0.231474949,56,0,11.47455788,14.27355289,23.32380676,0.934997525,0.354654238,-1.280933857,17.95000076,104.8,3206.6,25.65,11.35,60.5,33.5,415.2,7.397561536,6,0,0,4.5,Eucalyptus,16.66666667,1632
160,BHH723_8,10.1183483,77.0496765,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,BHH723,0.142252688,57,0,-6.307291508,26.7215004,37.74917221,-0.953459456,-0.301521252,-0.182321563,17.04999924,103.3,3305.2,24.85,10.55,61.1,33.9,420.1,7.390181428,2,0,0,0.625,Eucalyptus,40,1620
161,BHH732_1,10.1187597,77.0576571,0,0,0,0,0,0,17,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BHH732,0.033820425,68,0,7.994561195,15.85041142,21.81742477,-0.83646119,-0.548026164,0.91629076,17.95000076,104.8,3206.6,25.65,11.35,60.5,33.5,415.2,7.280697195,2,0,0,0,Eucalyptus,10,1452
162,BHH732_2,10.119064,77.0577572,0,0,0,0,0,0,13,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,BHH732,0.033971623,62.6,0,9.998913765,11.61013126,23.08679199,-0.999200974,-0.039967661,-1.280933857,17.95000076,104.8,3206.6,25.65,11.35,60.5,33.5,415.2,7.285506549,2,0,0,5.375,Eucalyptus,10,1459
163,BID778_1,10.0991072,77.0995552,0,0,0,0,0,0,29,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BID778,0.142204942,74,0,15.71419334,17.85161781,27.56809807,0.063164855,-0.998003107,0.328504086,17.35000038,109.6,2612.6,25.25,10.55,59.5,28.2,354.5,7.379632153,2,0,0,4.25,Eucalyptus,10,1603
164,BIP803_1,10.0878978,77.1218251,0,0,1,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,BIP803,0.017896973,45.6,0,1.466835976,26.09630775,38.56163788,-0.600000083,-0.799999938,-0.182321563,17.64999962,112.9,2326.6,25.55,10.65,59.3,25.2,318.7,7.37337431,2,0,0,-3.875,Eucalyptus,10,1593
165,BJF778_3,10.0742372,77.0985712,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,BJF778,0.136268462,55.2,0,13.95038033,12.00200939,20.39607811,-0.886584977,0.462565756,-1.280933857,17.75,114.1,2511.1,25.75,10.85,60.9,25.8,330.6,7.355641103,5,9.996066734,0,-1.75,Eucalyptus,10,1565
166,BJF778_4,10.0734908,77.0989524,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,BJF778,0.193086777,67.6,0,9.698734283,12.19150543,19.77371979,-0.795431648,0.60604331,-1.280933857,17.75,114.1,2511.1,25.75,10.85,60.9,25.8,330.6,7.365180126,3,9.648466262,0,-0.625,Eucalyptus,10,1580
167,BJF778_5,10.0738507,77.0999353,0,0,1,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,BJF778,0.337814324,61.6,0,-3.727296114,24.50046921,34.88552856,0.017854348,0.999840598,-0.587786674,17.75,115.4,2415.8,25.65,10.65,60.7,24.9,319.7,7.359467638,3,1.098612289,101,-1.625,Eucalyptus,10,1571
168,BJF778_6,10.0736149,77.0995484,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BJF778,0.33267362,59.8,0.4,4.143800259,8.887733459,15.62049961,0.652939646,0.757409941,-1.280933857,17.75,114.1,2511.1,25.75,10.85,60.9,25.8,330.6,7.36707706,7,8.045267717,0,1.5,Eucalyptus,10,1583
169,BJF778_7,10.0737456,77.0999224,0,0,1,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BJF778,0.069343809,69.4,0,12.03995514,14.30816746,30.74085236,-0.33532472,0.942102612,-1.280933857,17.75,115.4,2415.8,25.65,10.65,60.7,24.9,319.7,7.370230642,4,4.290459441,87,7.875,Eucalyptus,10,1588
170,BJW776_1,10.0584851,77.0977643,0,0,1,0,0,0,40,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BJW776,0.079179584,67.6,0,25.01402664,3.871168852,7.937253952,-0.970142452,0.242535819,-1.280933857,18.04999924,114.3,2473.8,26.05,11.05,61.3,25,323.3,7.268223021,3,0,123,0.125,Eucalyptus,10,1434
171,BO237_2,11.4785,76.61267,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BO237,0.319479675,75.8,1,14.57196236,10.26433468,17.66352081,-0.978790683,0.204862878,-1.280933857,14.85000038,126.7,1740.9,22.85,6.85,63.7,15.3,245.8,7.624130586,17,0,0,3.75,Acacia,10,2047
172,BO237_3,11.47825,76.61271,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BO237,0.317283337,71,1,16.32824898,10.44616222,17.77638817,-0.98386993,-0.178885329,-1.280933857,14.85000038,126.7,1740.9,22.85,6.85,63.7,15.3,245.8,7.624130586,17,0,0,3.75,Acacia,10,2047
173,BO237_4,11.47822,76.61333,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BO237,0.164239944,41.6,1,32.41825867,4.916642189,7.745966911,0.957826298,-0.287347842,-1.280933857,14.85000038,126.7,1740.9,22.85,6.85,63.7,15.3,245.8,7.624130586,8,0,0,1.25,Acacia,10,2047
174,BO237_5,11.47809,76.61399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BO237,0.10844022,59.6,1,-0.375988185,22.46332741,31.04834938,0.824331583,-0.56610727,-0.587786674,14.85000038,126.7,1740.9,22.85,6.85,63.7,15.3,245.8,7.617267814,5,0,0,2.5,Acacia,10,2033
175,BO237_6,11.47836,76.61382,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BO237,0.089811134,54,1,17.94285965,16.2148037,26.01922417,0.905458916,-0.424433919,-1.280933857,14.85000038,126.7,1740.9,22.85,6.85,63.7,15.3,245.8,7.620214771,3,0,0,3.875,Acacia,10,2039
176,BO237_7,11.47875,76.61406,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BO237,0.180720438,53.4,1,-4.810414791,13.24988556,19.41648865,0.467887708,0.883787923,-0.587786674,14.85000038,126.7,1740.9,22.85,6.85,63.7,15.3,245.8,7.613818685,8,0,0,-0.125,Acacia,12.5,2026
177,BO237_8,11.47867,76.61333,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BO237,0.105479939,52.6,1,19.67445755,6.650503635,11.83216,0.773957311,0.633237776,-1.280933857,14.85000038,126.7,1740.9,22.85,6.85,63.7,15.3,245.8,7.624130586,6,0,0,2.25,Acacia,10,2047
178,CL193_3,11.45769,76.57284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CL193,0.025154439,68.4,1,8.899292946,17.09009552,23.23789978,-0.937425278,0.348186515,-1.280933857,13.85000038,120.2,2235.8,22.05,5.95,67.5,18,285.7,7.661997559,2,0,0,0.75,Acacia,10,2126
179,EK228_2,11.41161,76.60537,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EK228,0.390120597,88.2,1,-11.51409912,10.50094032,15.58845711,-0.707106781,0.707106781,0.105360508,14.25,118.1,1913.1,22.05,6.55,63.2,18.5,277.2,7.655390645,7,0,0,-2.625,Acacia-Eucalyptus,18.57142857,2112
180,EK228_6,11.41173,76.60396,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EK228,0.764588305,83.4,1,21.99975967,3.985437155,8.831760406,-0.645942245,0.763386282,-1.280933857,14.25,118.1,1913.1,22.05,6.55,63.2,18.5,277.2,7.655390645,15,0,0,2,Acacia-Eucalyptus,15.33333333,2112
181,EL228_1,11.41336,76.6048,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EL228,0.830438662,76.6,1,10.82394981,10.83225155,14.3178215,-0.902860494,0.429933633,-1.280933857,14.25,118.1,1913.1,22.05,6.55,63.2,18.5,277.2,7.647308832,7,0,0,0.625,Acacia-Eucalyptus,21.42857143,2095
182,EL228_2,11.4137,76.60463,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EL228,0.428811163,75.4,1,-34.34587479,8.241137505,16.73320007,-0.996346625,-0.085401427,-1.280933857,14.25,118.1,1913.1,22.05,6.55,63.2,18.5,277.2,7.645397699,4,0,0,-3.75,Acacia-Eucalyptus,10,2091
183,EN200_2,11.40938,76.57961,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EN200,0.154770225,74.6,1,-5.633860111,27.97072601,41.3037529,-0.780114467,0.62563681,-0.587786674,14.44999981,113.6,2201,22.35,6.75,65.7,19.6,298.7,7.626082758,7,0,0,-2.5,Acacia-Eucalyptus,10,2051
184,EN200_3,11.40904,76.5795,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,EN200,0.088919866,76,1,13.3881855,17.67080116,24.83948517,-0.707106781,0.707106781,-1.280933857,14.44999981,113.6,2201,22.35,6.75,65.7,19.6,298.7,7.626570206,5,0,0,-0.125,Acacia-Eucalyptus,10,2052
185,EN200_4,11.40881,76.5795,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EN200,0.045757046,78,1,20.1257,14.8763361,24.08318901,-0.945537562,-0.325513008,-1.280933857,14.44999981,113.6,2201,22.35,6.75,65.7,19.6,298.7,7.62900389,4,0,0,3.75,Acacia,10,2057
186,EN200_5,11.40889,76.57903,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EN200,0.270340586,83,1,10.323246,19.57050133,29.17190361,-0.914288198,-0.405064305,-1.280933857,14.44999981,113.6,2201,22.35,6.75,65.7,19.6,298.7,7.625107148,8,0,0,4.625,Acacia-Eucalyptus,10,2049
187,EN200_6,11.40946,76.57823,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,EN200,0.66697062,65.6,1,0.970700383,20.63766861,32.14031601,-0.717900451,-0.696145777,-1.280933857,14.44999981,113.6,2201,22.35,6.75,65.7,19.6,298.7,7.615791072,8,0,0,4.375,Pinus,10,2030
188,EN200_7,11.40913,76.57832,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EN200,0.5854435,79,1,-10.65023708,24.43700981,32.89376831,-0.822192128,-0.56921007,-0.587786674,14.44999981,113.6,2201,22.35,6.75,65.7,19.6,298.7,7.610357618,8,0,0,-0.25,Pinus,10,2019
189,EN200_8,11.40882,76.57838,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EN200,0.238708541,76.2,1,-31.24439049,17.21928406,30.80584335,-0.997785144,0.066519221,2.670309782,14.44999981,113.6,2201,22.35,6.75,65.7,19.6,298.7,7.60638739,9,0,0,-6.125,Acacia,10,2011
190,ER202_1,11.40497,76.58008,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,ER202,1.03747537,62,1,19.68384933,5.651556969,12.32882786,1,6.12E-17,-1.280933857,14.35000038,113.8,2201.4,22.25,6.65,65.6,19.8,300.1,7.629489916,10,0,0,2,Pinus,10,2058
191,ER202_3,11.40566,76.58014,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,ER202,0.263695867,76.6,1,-3.364031792,16.77645302,26.43860817,0.324324451,-0.945945902,-0.182321563,14.35000038,113.8,2201.4,22.25,6.65,65.6,19.8,300.1,7.630946581,6,0,0,-2.375,Acacia-Eucalyptus,8.333333333,2061
192,ER202_4,11.40585,76.58145,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,ER202,0.753471332,71.2,1,-6.477003574,16.71319771,32.58834076,0.557836088,-0.829951143,1.021651268,14.35000038,113.8,2201.4,22.25,6.65,65.6,19.8,300.1,7.632885505,6,0,0,5.25,Pinus,10,2065
193,ER202_5,11.40548,76.58145,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,ER202,0.645540407,66.8,1,-0.893443704,25.10118866,34.98571014,0.584534496,-0.811368857,-0.587786674,14.35000038,113.8,2201.4,22.25,6.65,65.6,19.8,300.1,7.626570206,7,0,0,-1,Pinus,10,2052
194,ER202_6,11.40507,76.58146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ER202,0.582610542,68.6,1,-8.591162682,2.678145885,11.31370831,-0.789352042,0.613940839,-1.280933857,14.35000038,113.8,2201.4,22.25,6.65,65.6,19.8,300.1,7.622663951,8,0,0,0.25,Pinus,10,2044
195,ER204_2,11.40568,76.58251,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ER204,0.756519149,68.6,1,-0.019330474,14.95007706,22.47220421,0.137153212,-0.990549846,-0.587786674,14.35000038,113.8,2201.4,22.25,6.65,65.6,19.8,300.1,7.623641947,7,0,0,-0.125,Pinus,10,2046
196,ES225_1,11.40391,76.60129,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,1,0,ES225,0.007161972,49.8,1,-1.337673187,15.27103329,21.88606834,-0.750713504,0.660627909,-0.587786674,13.55000019,118.5,1915.1,21.35,5.85,63.1,18.8,278.7,7.688455357,1,0,0,-1.375,Acacia,10,2183
197,ES225_4,11.40422,76.60181,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,ES225,0.073617119,52.4,1,-0.082492068,15.79726887,22.11334419,-0.975843135,0.218472369,-0.587786674,13.55000019,118.5,1915.1,21.35,5.85,63.1,18.8,278.7,7.693481641,4,0,0,-1.375,Eucalyptus,10,2194
198,EV206_1,11.40126,76.58374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EV206,0.273070094,57.8,1,11.72750092,9.535291672,17.74823952,-0.707106781,0.707106781,-1.280933857,14.25,115.6,2104.2,22.05,6.55,64.7,19.5,293.3,7.670428522,4,0,0,4.125,Acacia-Eucalyptus,20,2144
199,EV206_2,11.40174,76.58382,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,EV206,0.103196065,27,1,18.78469276,13.65309238,22.13594437,-0.234640537,0.972082208,-1.280933857,14.25,115.6,2104.2,22.05,6.55,64.7,19.5,293.3,7.669028289,5,0,0,4,Acacia,10,2141
200,EV206_4,11.40202,76.58439,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EV206,0.096057966,59.8,1,29.5714016,9.29739666,24.5764122,0.878853454,0.477091823,-1.280933857,14.25,115.6,2104.2,22.05,6.55,64.7,19.5,293.3,7.667626092,5,0,0,6.25,Acacia,10,2138
201,EV206_5,11.4017,76.58453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,EV206,0.548105751,56,1,26.50178528,11.60328388,19.4935894,0.983547155,-0.18065158,-1.280933857,14.25,115.6,2104.2,22.05,6.55,64.7,19.5,293.3,7.667158255,9,0,0,3.75,Acacia-Eucalyptus,10,2137
202,EV206_6,11.40187,76.58503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EV206,0.473549617,65,1,9.682086945,21.69194603,29.9666481,0.973688176,0.227884478,-0.587786674,14.25,115.6,2104.2,22.05,6.55,64.7,19.5,293.3,7.656810091,10,0,0,1.5,Acacia-Eucalyptus,10,2115
203,EV206_7,11.40159,76.58507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,EV206,0.30038904,57.4,1,12.46588135,20.43124771,29.15476036,0.996072645,-0.088539742,-0.182321563,14.25,115.6,2104.2,22.05,6.55,64.7,19.5,293.3,7.656337166,3,0,0,-1,Eucalyptus,10,2114
204,EV206_8,11.40125,76.58509,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,EV206,0.116771981,70.4,1,8.76590538,24.34132576,35.18522263,0.890761865,-0.454470352,-1.280933857,14.25,115.6,2104.2,22.05,6.55,64.7,19.5,293.3,7.655864018,4,0,0,2.5,Acacia-Eucalyptus,10,2113
205,EX245_1,11.40049,76.61945,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EX245,0.247390444,55.2,1,0.631654441,22.51577377,33.22649384,0.601576785,-0.79881498,-0.587786674,13.44999981,120.9,1760.1,21.15,5.75,61.7,18.1,266.9,7.692569648,6,0,0,4.25,Eucalyptus,10,2192
206,EX245_2,11.40014,76.62009,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EX245,0.037393454,63.6,1,-2.785132408,18.65705872,26.3438797,0.532171587,-0.846636523,0.510825634,13.44999981,120.9,1760.1,21.15,5.75,61.7,18.1,266.9,7.67971364,4,0,0,-1.25,Eucalyptus,10,2164
207,EX245_3,11.39968,76.62013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EX245,0.300118476,63.2,1,-15.09800911,12.93721771,20.34699059,0.986874595,-0.161488496,2.245426655,13.85000038,120,1760.3,21.55,6.15,61.7,18.3,268,7.675546003,2,0,0,-0.25,Pinus,10,2155
208,EX245_4,11.39948,76.622071,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,EX245,1.013721495,70.8,1,14.15964985,17.96993828,38.35361862,0.694369233,-0.719618905,-0.587786674,13.85000038,120,1760.3,21.55,6.15,61.7,18.3,268,7.676937146,3,0,0,9.625,Pinus,10,2158
209,EX245_6,11.40032,76.62089,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EX245,0.308681012,60.6,1,9.524323463,17.3595314,23.366642,-0.378125019,-0.925754541,-1.280933857,13.44999981,120.9,1760.1,21.15,5.75,61.7,18.1,266.9,7.680637428,8,0,0,0.25,Eucalyptus,15,2166
210,EX245_7,11.39986,76.61956,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EX245,0.089206346,59.2,1,-15.08892918,11.27767944,15.13274574,0.992277879,0.124034716,0.664976239,13.85000038,120,1760.3,21.55,6.15,61.7,18.3,268,7.681099002,3,0,0,-0.625,Eucalyptus,10,2167
211,EX245_8,11.39942,76.61958,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EX245,0.125835856,61.4,1,-9.276861191,10.6484623,14.24780655,0.919145012,0.393919341,0.664976239,13.85000038,120,1760.3,21.55,6.15,61.7,18.3,268,7.682021511,7,0,0,0.125,Eucalyptus,10,2169
212,EY205_2,11.39911,76.58286,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EY205,0.277494601,51.6,1,-9.052062988,21.1005764,32.75667953,-0.593199063,-0.805055819,0.79850769,14.35000038,114.8,2196.6,22.25,6.75,65.5,20,300.4,7.638198244,8,0,0,-4.125,Acacia-Eucalyptus,10,2076
213,EY205_3,11.39943,76.58298,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EY205,0.433466445,64.2,1,7.699588299,26.31478691,40.14971924,-0.762756997,-0.646685212,-0.182321563,14.35000038,114.8,2196.6,22.25,6.75,65.5,20,300.4,7.650644551,20,0,0,5.25,Acacia-Eucalyptus,11,2102
214,EY205_4,11.39905,76.58349,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EY205,0.22811678,74,1,-6.981163025,18.94707489,27.98213768,-0.535335075,-0.84463978,0.328504086,14.14999962,114.1,2101.1,21.95,6.45,64.7,19.7,294,7.64921632,4,0,0,-3.125,Acacia-Eucalyptus,10,2099
215,EY205_5,11.39878,76.58339,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EY205,0.13408804,65.2,1,-20.64955139,18.54176712,26.62705421,-0.857492891,-0.514495813,1.284015417,14.14999962,114.1,2101.1,21.95,6.45,64.7,19.7,294,7.642524134,2,0,0,-2.625,Acacia,10,2085
216,EY205_6,11.39873,76.58411,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EY205,0.338801085,71.2,1,-1.410856724,9.663147926,13,-0.99264591,-0.121054106,-0.587786674,14.14999962,114.1,2101.1,21.95,6.45,64.7,19.7,294,7.65349491,5,0,0,1.125,Acacia-Eucalyptus,10,2108
217,EY205_8,11.39952,76.58411,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EY205,0.234061217,73.4,1,16.04654694,10.24530697,14.59451962,-0.474099745,-0.880471142,-1.280933857,14.14999962,114.1,2101.1,21.95,6.45,64.7,19.7,294,7.658227526,4,0,0,0.125,Acacia,10,2118
218,FA157_1,11.39729,76.53939,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FA157,0.012732395,67.2,1,1.98622334,23.67681503,32.87856293,0.833488256,0.552537172,-0.587786674,12.94999981,106.3,2592.4,20.95,5.35,70.8,20.1,308.6,7.722234745,1,10.0692562,0,-0.375,Acacia,10,2258
219,FA157_6,11.39764,76.53946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,FA157,0.050308878,50.4,1,-8.882255554,31.80077362,47.07440948,0.84799831,0.52999893,1.284015417,12.94999981,106.3,2592.4,20.95,5.35,70.8,20.1,308.6,7.712890961,4,10.3434829,0,-3.25,Eucalyptus,10,2237
